Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Nate Smith,20212022,ARI,R,C,10,2,2,4,-1,2,0.4,2,4,0,0,0,0,0,0,14,14.3,14:09,39.6,1998-10-19,Tampa,FL,USA,USA,72,177,2018,3,91,20212022,N,Regular Season
Reilly Smith,20212022,VGK,L,R,56,16,22,38,4,8,0.68,11,27,3,7,2,4,0,3,150,10.7,17:47,50,1991-04-01,Mimico,ON,CAN,CAN,73,185,2009,3,69,20112012,N,Regular Season
Ty Smith,20212022,NJD,L,D,66,5,15,20,-26,22,0.3,5,16,0,4,0,0,0,0,77,6.5,17:30,--,2000-03-24,Lloydminster,AB,CAN,CAN,71,180,2018,1,17,20202021,N,Regular Season
Joe Snively,20212022,WSH,L,C,12,4,3,7,3,2,0.58,3,6,1,1,0,0,0,0,21,19.1,11:33,0,1996-01-01,Herndon,VA,USA,USA,69,176,--,--,--,20212022,N,Regular Season
Victor Soderstrom,20212022,ARI,R,D,16,0,0,0,-7,6,0,0,0,0,0,0,0,0,0,14,0,16:19,--,2001-02-26,Gavle,--,SWE,SWE,71,184,2019,1,11,20202021,N,Regular Season
Egor Sokolov,20212022,OTT,R,L,8,0,0,0,-6,4,0,0,0,0,0,0,0,0,0,8,0,10:22,--,2000-06-07,Yekaterinburg,--,RUS,RUS,75,222,2020,2,61,20212022,N,Regular Season
Carson Soucy,20212022,SEA,L,D,64,10,11,21,7,47,0.33,9,17,0,2,1,2,0,1,97,10.3,17:40,--,1994-07-27,Viking,AB,CAN,CAN,77,208,2013,5,137,20172018,N,Regular Season
Blake Speers,20212022,ARI,R,C,2,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,1,0,9:10,54.6,1997-01-02,Sault Ste. Marie,ON,CAN,CAN,71,185,2015,3,67,20162017,N,Regular Season
Jordan Spence,20212022,LAK,R,D,24,2,6,8,0,2,0.33,2,6,0,2,0,0,0,1,41,4.9,19:45,--,2001-02-24,Manly,--,AUS,CAN,71,180,2019,4,95,20212022,N,Regular Season
Jason Spezza,20212022,TOR,R,C,71,12,13,25,-3,26,0.35,9,15,3,10,0,0,0,1,97,12.4,10:45,52.9,1983-06-13,Toronto,ON,CAN,CAN,75,219,2001,1,2,20022003,N,Regular Season
Daniel Sprong,20212022,"WSH,SEA",R,R,63,14,6,20,0,8,0.32,12,18,2,2,0,0,0,0,153,9.2,12:59,0,1997-03-17,Amsterdam,--,NLD,CAN,72,195,2015,2,46,20152016,N,Regular Season
Jared Spurgeon,20212022,MIN,R,D,65,10,30,40,32,10,0.62,10,26,0,14,0,0,2,2,116,8.6,21:09,--,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,6,156,20102011,N,Regular Season
Jordan Staal,20212022,CAR,L,C,78,17,19,36,11,18,0.46,16,34,1,2,0,0,0,2,146,11.6,16:38,57.3,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,1,2,20062007,N,Regular Season
Marc Staal,20212022,DET,L,D,71,3,13,16,-1,28,0.23,3,16,0,0,0,0,0,1,76,4,17:25,--,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,1,12,20072008,N,Regular Season
Steven Stamkos,20212022,TBL,R,C,81,42,64,106,24,36,1.31,26,70,16,36,0,0,3,11,241,17.4,18:29,51,1990-02-07,Markham,ON,CAN,CAN,73,193,2008,1,1,20082009,N,Regular Season
Logan Stanley,20212022,WPG,L,D,58,1,12,13,1,44,0.22,1,12,0,0,0,1,0,1,80,1.3,15:39,--,1998-05-26,Waterloo,ON,CAN,CAN,79,231,2016,1,18,20202021,N,Regular Season
Paul Stastny,20212022,WPG,L,C,71,21,24,45,14,14,0.63,17,37,4,8,0,0,0,2,141,14.9,17:47,56.6,1985-12-27,Quebec City,QC,CAN,USA,72,193,2005,2,44,20062007,N,Regular Season
Troy Stecher,20212022,"DET,LAK",R,D,29,1,2,3,-7,13,0.1,1,3,0,0,0,0,0,0,50,2,16:40,--,1994-04-07,Richmond,BC,CAN,CAN,70,184,--,--,--,20162017,N,Regular Season
Sam Steel,20212022,ANA,L,C,68,6,14,20,-17,16,0.29,6,17,0,3,0,0,0,1,66,9.1,12:19,49.3,1998-02-03,Ardrossan,AB,CAN,CAN,72,189,2016,1,30,20182019,N,Regular Season
Oskar Steen,20212022,BOS,R,C,20,2,4,6,-1,6,0.3,2,6,0,0,0,0,0,0,25,8,11:04,16.7,1998-03-09,Karlstad,--,SWE,SWE,70,196,2016,6,165,20202021,N,Regular Season
Alex Steeves,20212022,TOR,L,C,3,0,1,1,-1,0,0.33,0,1,0,0,0,0,0,0,2,0,7:58,--,1999-12-10,Saint Paul,MN,USA,USA,72,202,--,--,--,20212022,N,Regular Season
Kevin Stenlund,20212022,CBJ,R,C,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,7:32,100,1996-09-20,Stockholm,--,SWE,SWE,75,213,2015,2,58,20182019,N,Regular Season
Derek Stepan,20212022,CAR,R,C,58,9,10,19,0,14,0.33,9,19,0,0,0,0,0,0,96,9.4,10:48,55.9,1990-06-18,Hastings,MN,USA,USA,71,196,2008,2,51,20102011,N,Regular Season
Mitchell Stephens,20212022,DET,R,C,27,0,6,6,-8,8,0.22,0,6,0,0,0,0,0,0,17,0,11:11,49,1997-02-05,Peterborough,ON,CAN,CAN,72,203,2015,2,33,20192020,N,Regular Season
Chandler Stephenson,20212022,VGK,L,C,79,21,43,64,5,26,0.81,14,48,6,14,1,2,0,3,125,16.8,19:19,52,1994-04-22,Saskatoon,SK,CAN,CAN,72,201,2012,3,77,20152016,N,Regular Season
Riley Stillman,20212022,CHI,L,D,52,2,10,12,-8,36,0.23,2,12,0,0,0,0,0,1,49,4.1,15:04,--,1998-03-09,Peterborough,ON,CAN,CAN,74,207,2016,4,114,20182019,N,Regular Season
Mark Stone,20212022,VGK,R,R,37,9,21,30,7,8,0.81,6,23,3,6,0,1,0,2,71,12.7,18:21,44.8,1992-05-13,Winnipeg,MB,CAN,CAN,75,210,2010,6,178,20122013,N,Regular Season
Michael Stone,20212022,CGY,R,D,11,2,4,6,3,4,0.55,1,4,1,2,0,0,0,1,24,8.3,17:27,--,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,3,69,20112012,N,Regular Season
Anton Stralman,20212022,ARI,R,D,74,8,15,23,-16,12,0.31,8,23,0,0,0,0,0,1,95,8.4,21:20,--,1986-08-01,Tibro,--,SWE,SWE,71,193,2005,7,216,20072008,N,Regular Season
Austin Strand,20212022,LAK,R,D,8,0,2,2,-1,0,0.25,0,2,0,0,0,0,0,0,9,0,15:17,--,1997-02-17,Calgary,AB,CAN,CAN,75,215,--,--,--,20202021,N,Regular Season
Dylan Strome,20212022,CHI,L,C,69,22,26,48,-6,28,0.7,17,32,5,16,0,0,0,2,126,17.5,17:26,52.3,1997-03-07,Mississauga,ON,CAN,CAN,75,200,2015,1,3,20162017,N,Regular Season
Ryan Strome,20212022,NYR,R,C,74,21,33,54,15,69,0.73,15,39,5,14,1,1,0,5,161,13,18:19,44.4,1993-07-11,Mississauga,ON,CAN,CAN,73,192,2011,1,5,20132014,N,Regular Season
Marián Studenic,20212022,"NJD,DAL",L,R,33,2,2,4,-7,6,0.12,2,4,0,0,0,0,0,0,42,4.8,11:09,25,1998-10-28,Skalica,--,SVK,SVK,73,190,2017,5,143,20202021,N,Regular Season
Jack Studnicka,20212022,BOS,R,C,15,0,3,3,-5,4,0.2,0,3,0,0,0,0,0,0,21,0,12:35,48.7,1999-02-18,Windsor,ON,CAN,CAN,73,187,2017,2,53,20192020,N,Regular Season
Nico Sturm,20212022,"MIN,COL",L,C,74,9,11,20,-7,14,0.27,7,18,1,1,1,1,0,0,101,8.9,11:54,53,1995-05-03,Augsburg,--,DEU,DEU,75,209,--,--,--,20182019,N,Regular Season
Tim Stützle,20212022,OTT,L,C,79,22,36,58,-27,37,0.73,14,31,7,26,1,1,1,4,176,12.5,18:25,38.1,2002-01-15,Viersen,--,DEU,DEU,72,192,2020,1,3,20202021,N,Regular Season
P.K. Subban,20212022,NJD,R,D,77,5,17,22,-8,82,0.29,5,21,0,0,0,1,0,1,114,4.4,18:18,--,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,2,43,20092010,N,Regular Season
CJ Suess,20212022,WPG,L,L,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,5:43,50,1994-03-17,St. Paul,MN,USA,USA,71,190,2014,5,129,20192020,N,Regular Season
Oskar Sundqvist,20212022,"STL,DET",R,C,59,8,15,23,5,29,0.39,8,23,0,0,0,0,0,1,70,11.4,14:00,41.2,1994-03-23,Boden,--,SWE,SWE,75,220,2012,3,81,20152016,N,Regular Season
Andrej Sustr,20212022,"TBL,ANA",R,D,38,1,5,6,-4,16,0.16,1,6,0,0,0,0,0,0,28,3.6,14:43,--,1990-11-29,Plzen,--,CZE,CZE,79,217,--,--,--,20122013,N,Regular Season
Pius Suter,20212022,DET,L,C,82,15,21,36,-11,22,0.44,14,32,0,3,1,1,0,3,166,9,16:55,49.3,1996-05-24,Zurich,--,CHE,CHE,71,179,--,--,--,20202021,N,Regular Season
Ryan Suter,20212022,DAL,L,D,82,7,25,32,1,40,0.39,3,19,4,13,0,0,0,0,118,5.9,23:39,--,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20052006,N,Regular Season
Nick Suzuki,20212022,MTL,R,C,82,21,40,61,-29,30,0.74,12,38,8,20,1,3,0,4,186,11.3,20:31,49.6,1999-08-10,London,ON,CAN,CAN,71,207,2017,1,13,20192020,N,Regular Season
Andrei Svechnikov,20212022,CAR,L,R,78,30,39,69,19,79,0.88,21,47,9,22,0,0,1,5,249,12.1,17:16,0,2000-03-26,Barnaul,--,RUS,RUS,75,199,2018,1,2,20182019,N,Regular Season
Evgeny Svechnikov,20212022,WPG,L,L,72,7,12,19,-4,38,0.26,7,19,0,0,0,0,0,1,78,9,10:45,42.9,1996-10-31,Yuzhno-Sakhalinsk,--,RUS,RUS,75,208,2015,1,19,20162017,N,Regular Season
Brandon Tanev,20212022,SEA,L,L,30,9,6,15,4,13,0.5,6,12,2,2,1,1,0,3,51,17.7,14:34,50,1991-12-31,Toronto,ON,CAN,CAN,72,189,--,--,--,20152016,N,Regular Season
Chris Tanev,20212022,CGY,R,D,82,6,22,28,35,22,0.34,6,28,0,0,0,0,0,3,88,6.8,20:28,--,1989-12-20,Toronto,ON,CAN,CAN,75,199,--,--,--,20102011,N,Regular Season
Vladimir Tarasenko,20212022,STL,L,R,75,34,48,82,7,32,1.09,29,59,5,22,0,1,0,9,230,14.8,16:55,36.4,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,Regular Season
Tomas Tatar,20212022,NJD,L,L,76,15,15,30,-22,22,0.39,13,25,2,5,0,0,0,1,132,11.4,14:50,38,1990-12-01,Ilava,--,SVK,SVK,70,173,2009,2,60,20102011,N,Regular Season
John Tavares,20212022,TOR,L,C,79,27,49,76,-8,32,0.96,17,50,10,26,0,0,0,3,237,11.4,18:04,60.6,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20092010,N,Regular Season
Matt Tennyson,20212022,NSH,R,D,8,0,3,3,0,4,0.38,0,3,0,0,0,0,0,0,5,0,12:55,--,1990-04-23,Minneapolis,MN,USA,USA,74,205,--,--,--,20122013,N,Regular Season
Teuvo Teravainen,20212022,CAR,L,C,77,22,43,65,22,24,0.84,11,31,9,31,2,3,0,2,202,10.9,17:42,54.6,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20132014,N,Regular Season
Troy Terry,20212022,ANA,R,R,75,37,30,67,-11,26,0.89,29,52,8,15,0,0,2,7,192,19.3,18:14,11.1,1997-09-10,Denver,CO,USA,USA,72,191,2015,5,148,20172018,N,Regular Season
Alexandre Texier,20212022,CBJ,L,C,36,11,9,20,0,12,0.56,10,18,0,0,1,2,0,0,59,18.6,14:36,35.1,1999-09-13,Saint-Martin-d'Hères,--,FRA,FRA,73,201,2017,2,45,20182019,N,Regular Season
Shea Theodore,20212022,VGK,L,D,78,14,38,52,6,24,0.67,13,40,1,12,0,0,3,5,205,6.8,23:08,--,1995-08-03,Aldergrove,BC,CAN,CAN,74,197,2013,1,26,20152016,N,Regular Season
Robert Thomas,20212022,STL,R,C,72,20,57,77,17,16,1.07,15,60,3,14,2,3,1,6,115,17.4,18:46,49.9,1999-07-02,Aurora,ON,CAN,CAN,72,207,2017,1,20,20182019,N,Regular Season
Nate Thompson,20212022,PHI,L,C,33,1,2,3,-15,31,0.09,1,3,0,0,0,0,0,0,23,4.4,11:58,55.8,1984-10-05,Anchorage,AK,USA,USA,73,205,2003,6,183,20062007,N,Regular Season
Tage Thompson,20212022,BUF,R,C,78,38,30,68,-17,37,0.87,26,50,10,16,2,2,1,4,253,15,17:53,40.3,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,1,26,20172018,N,Regular Season
Tyce Thompson,20212022,NJD,R,R,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14:25,100,1999-07-12,Calgary,AB,CAN,CAN,74,193,2019,4,96,20202021,N,Regular Season
Lassi Thomson,20212022,OTT,R,D,16,0,5,5,-8,2,0.31,0,4,0,1,0,0,0,0,18,0,17:15,--,2000-09-24,Tampere,--,FIN,FIN,72,192,2019,1,19,20212022,N,Regular Season
Joe Thornton,20212022,FLA,L,C,34,5,5,10,-10,10,0.29,2,7,3,3,0,0,0,1,26,19.2,11:06,44,1979-07-02,London,ON,CAN,CAN,76,220,1997,1,1,19971998,N,Regular Season
Chris Tierney,20212022,OTT,L,C,70,6,12,18,-12,14,0.26,3,13,3,5,0,0,0,2,72,8.3,12:25,49.7,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,2,55,20142015,N,Regular Season
Conor Timmins,20212022,ARI,R,D,6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,5,0,17:45,--,1998-09-18,St. Catharines,ON,CAN,CAN,75,213,2017,2,32,20192020,N,Regular Season
Jarred Tinordi,20212022,NYR,L,D,7,1,0,1,-5,7,0.14,1,1,0,0,0,0,0,1,5,20,12:51,--,1992-02-20,Millersville,MD,USA,USA,78,229,2010,1,22,20122013,N,Regular Season
Owen Tippett,20212022,"FLA,PHI",R,R,63,10,11,21,-2,12,0.33,9,18,1,3,0,0,0,1,126,7.9,13:25,38.2,1999-02-16,Peterborough,ON,CAN,CAN,73,210,2017,1,10,20172018,N,Regular Season
Vladimir Tkachev,20212022,LAK,R,L,4,0,2,2,-2,2,0.5,0,0,0,2,0,0,0,0,1,0,13:59,50,1995-10-05,Omsk,--,RUS,RUS,70,165,--,--,--,20212022,N,Regular Season
Brady Tkachuk,20212022,OTT,L,L,79,30,37,67,-7,117,0.85,21,50,9,17,0,0,1,3,288,10.4,18:48,50.1,1999-09-16,Scottsdale,AZ,USA,USA,76,225,2018,1,4,20182019,N,Regular Season
Matthew Tkachuk,20212022,CGY,L,L,82,42,62,104,57,68,1.27,30,75,12,29,0,0,0,6,253,16.6,17:54,46.5,1997-12-11,Scottsdale,AZ,USA,USA,74,202,2016,1,6,20162017,N,Regular Season
Devon Toews,20212022,COL,L,D,66,13,44,57,52,20,0.86,11,45,2,12,0,0,1,3,158,8.2,25:22,--,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,4,108,20182019,N,Regular Season
Jonathan Toews,20212022,CHI,L,C,71,12,25,37,-14,39,0.52,7,29,4,7,1,1,0,2,125,9.6,17:29,59,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,1,3,20072008,N,Regular Season
Tyler Toffoli,20212022,"MTL,CGY",R,C,74,20,29,49,-5,14,0.66,10,30,8,16,2,3,0,1,195,10.3,16:18,52.9,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,2,47,20122013,N,Regular Season
Eeli Tolvanen,20212022,NSH,L,R,75,11,12,23,-7,16,0.31,10,17,1,6,0,0,0,1,151,7.3,13:26,0,1999-04-22,Vihti,--,FIN,FIN,70,182,2017,1,30,20172018,N,Regular Season
Philip Tomasino,20212022,NSH,R,R,76,11,21,32,2,10,0.42,8,23,3,9,0,0,0,3,111,9.9,11:32,38.9,2001-07-28,Mississauga,ON,CAN,CAN,72,190,2019,1,24,20212022,N,Regular Season
Dominic Toninato,20212022,WPG,L,C,77,7,7,14,1,22,0.18,6,9,0,1,1,4,0,1,44,15.9,8:24,42.4,1994-03-09,Duluth,MN,USA,USA,74,201,2012,5,126,20172018,N,Regular Season
Alexey Toropchenko,20212022,STL,L,R,28,2,0,2,-9,15,0.07,2,2,0,0,0,0,0,0,43,4.7,10:43,33.3,1999-06-25,Moscow,--,RUS,RUS,78,222,2017,4,113,20212022,N,Regular Season
Brayden Tracey,20212022,ANA,L,L,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,9:21,--,2001-05-28,Calgary,AB,CAN,CAN,72,186,2019,1,29,20212022,N,Regular Season
Yakov Trenin,20212022,NSH,L,C,80,17,7,24,7,46,0.3,17,24,0,0,0,0,0,2,136,12.5,14:40,34.3,1997-01-13,Chelyabinsk,--,RUS,RUS,74,201,2015,2,55,20192020,N,Regular Season
Vincent Trocheck,20212022,CAR,R,C,81,21,30,51,21,78,0.63,15,39,6,12,0,0,0,3,168,12.5,17:52,54.6,1993-07-11,Pittsburgh,PA,USA,USA,71,188,2011,3,64,20132014,N,Regular Season
Jacob Trouba,20212022,NYR,R,D,81,11,28,39,25,88,0.48,10,33,1,4,0,2,0,1,204,5.4,22:26,--,1994-02-26,Rochester,MI,USA,USA,75,212,2012,1,9,20132014,N,Regular Season
Alexander True,20212022,SEA,L,C,8,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,6,0,8:15,44.4,1997-07-17,Copenhagen,--,DNK,DNK,77,213,--,--,--,20192020,N,Regular Season
Alex Tuch,20212022,BUF,R,R,50,12,26,38,-3,14,0.76,9,29,2,8,1,1,0,0,139,8.6,18:25,39.1,1996-05-10,Syracuse,NY,USA,USA,76,219,2014,1,18,20162017,N,Regular Season
Riley Tufte,20212022,DAL,L,L,10,1,0,1,0,4,0.1,1,1,0,0,0,0,0,0,5,20,7:12,50,1998-04-10,Coon Rapids,MN,USA,USA,78,230,2016,1,25,20212022,N,Regular Season
Alex Turcotte,20212022,LAK,L,C,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,11:16,41.4,2001-02-26,Elk Grove,IL,USA,USA,71,185,2019,1,5,20212022,N,Regular Season
Kyle Turris,20212022,EDM,R,C,23,1,3,4,-5,4,0.17,1,4,0,0,0,0,0,0,21,4.8,8:37,56,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,1,3,20072008,N,Regular Season
T.J. Tynan,20212022,LAK,R,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10:51,46.2,1992-02-25,Orland Park,IL,USA,USA,68,160,2011,3,66,20162017,N,Regular Season
Urho Vaakanainen,20212022,"BOS,ANA",L,D,29,0,6,6,-5,10,0.21,0,5,0,1,0,0,0,0,27,0,19:19,--,1999-01-01,Joensuu,--,FIN,FIN,74,205,2017,1,18,20182019,N,Regular Season
Juuso Valimaki,20212022,CGY,L,D,9,0,2,2,0,10,0.22,0,2,0,0,0,0,0,0,11,0,15:42,--,1998-10-06,Tampere,--,FIN,FIN,74,201,2017,1,16,20182019,N,Regular Season
James van Riemsdyk,20212022,PHI,L,L,82,24,14,38,-33,25,0.46,15,29,9,9,0,0,0,4,186,12.9,16:07,41.7,1989-05-04,Middletown,NJ,USA,USA,75,209,2007,1,2,20092010,N,Regular Season
Trevor van Riemsdyk,20212022,WSH,R,D,72,1,16,17,-3,40,0.24,1,16,0,0,0,1,0,0,75,1.3,17:28,--,1991-07-24,Middletown,NJ,USA,USA,75,191,--,--,--,20142015,N,Regular Season
Frank Vatrano,20212022,"FLA,NYR",L,R,71,18,14,32,4,22,0.45,17,30,1,2,0,0,1,3,161,11.2,13:10,48,1994-03-14,East Longmeadow,MA,USA,USA,71,206,--,--,--,20152016,N,Regular Season
Mike Vecchione,20212022,WSH,R,R,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,5:06,--,1993-02-25,Saugus,MA,USA,USA,70,193,--,--,--,20162017,N,Regular Season
Lukas Vejdemo,20212022,MTL,L,C,6,1,0,1,-3,0,0.17,1,1,0,0,0,0,0,0,10,10,10:38,41.9,1996-01-25,Stockholm,--,SWE,SWE,73,198,2015,3,87,20192020,N,Regular Season
Joe Veleno,20212022,DET,L,C,66,8,7,15,-14,22,0.23,8,15,0,0,0,0,0,0,73,11,13:13,48.3,2000-01-13,Montréal,QC,CAN,CAN,73,201,2018,1,30,20202021,N,Regular Season
Carter Verhaeghe,20212022,FLA,L,C,78,24,31,55,24,48,0.71,24,52,0,3,0,0,1,4,167,14.4,16:03,65.5,1995-08-14,Toronto,ON,CAN,CAN,74,183,2013,3,82,20192020,N,Regular Season
Kristian Vesalainen,20212022,WPG,L,L,53,2,1,3,-8,6,0.06,2,3,0,0,0,0,0,0,43,4.7,8:40,0,1999-06-01,Helsinki,--,FIN,FIN,75,207,2017,1,24,20182019,N,Regular Season
Jimmy Vesey,20212022,NJD,L,L,68,8,7,15,-24,12,0.22,6,13,0,0,2,2,0,2,110,7.3,14:25,29.5,1993-05-26,Boston,MA,USA,USA,74,203,2012,3,66,20162017,N,Regular Season
Jeffrey Viel,20212022,SJS,L,L,34,3,2,5,-2,114,0.15,3,5,0,0,0,0,0,0,30,10,8:48,33.3,1997-01-28,Rimouski,QC,CAN,CAN,74,205,--,--,--,20202021,N,Regular Season
Gabriel Vilardi,20212022,LAK,R,C,25,5,2,7,-5,8,0.28,3,5,2,2,0,0,0,1,41,12.2,13:31,45.8,1999-08-16,Kingston,ON,CAN,CAN,75,216,2017,1,11,20192020,N,Regular Season
Alex Vlasic,20212022,CHI,L,D,15,1,1,2,-2,2,0.13,1,2,0,0,0,0,0,0,12,8.3,14:19,--,2001-06-05,Wilmette,IL,USA,USA,78,217,2019,2,43,20212022,N,Regular Season
Marc-Edouard Vlasic,20212022,SJS,L,D,75,3,11,14,-22,18,0.19,3,14,0,0,0,0,0,0,63,4.8,15:13,--,1987-03-30,Montréal,QC,CAN,CAN,73,205,2005,2,35,20062007,N,Regular Season
Jakub Voracek,20212022,CBJ,L,R,79,6,56,62,-13,44,0.78,4,37,2,25,0,0,1,2,147,4.1,17:28,15.2,1989-08-15,Kladno,--,CZE,CZE,74,216,2007,1,7,20082009,N,Regular Season
Jakub Vrana,20212022,DET,L,L,26,13,6,19,-8,16,0.73,8,13,5,6,0,0,0,3,65,20,14:56,33.3,1996-02-28,Prague,--,CZE,CZE,72,190,2014,1,13,20162017,N,Regular Season
Chris Wagner,20212022,BOS,R,R,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,15:57,0,1991-05-27,Walpole,MA,USA,USA,72,192,2010,5,122,20142015,N,Regular Season
Oliver Wahlstrom,20212022,NYI,R,R,73,13,11,24,-6,74,0.33,8,16,5,8,0,0,0,2,157,8.3,12:04,42.9,2000-06-13,Portland,ME,USA,USA,74,205,2018,1,11,20192020,N,Regular Season
Nathan Walker,20212022,STL,L,L,30,8,4,12,1,2,0.4,8,12,0,0,0,0,0,2,38,21.1,11:33,34.8,1994-02-07,Cardiff,--,GBR,AUS,69,187,2014,3,89,20172018,N,Regular Season
Sean Walker,20212022,LAK,R,D,6,0,2,2,-1,4,0.33,0,1,0,1,0,0,0,0,18,0,18:22,--,1994-11-13,Keswick,ON,CAN,CAN,71,191,--,--,--,20182019,N,Regular Season
Jake Walman,20212022,"STL,DET",L,D,51,3,7,10,-3,10,0.2,3,9,0,1,0,0,0,0,87,3.5,14:01,--,1996-02-20,Toronto,ON,CAN,CAN,73,218,2014,3,82,20192020,N,Regular Season
Reilly Walsh,20212022,NJD,R,D,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,14:23,--,1999-04-21,Framingham,MA,USA,USA,71,192,2017,3,81,20212022,N,Regular Season
Austin Watson,20212022,OTT,R,L,67,10,6,16,-3,91,0.24,9,15,0,0,1,1,0,1,88,11.4,11:59,35,1992-01-13,Ann Arbor,MI,USA,USA,76,238,2010,1,18,20122013,N,Regular Season
Jasper Weatherby,20212022,SJS,L,C,50,5,6,11,-14,18,0.22,4,9,1,2,0,0,0,0,45,11.1,11:14,50.7,1998-01-22,Portland,OR,USA,USA,76,222,2018,4,102,20212022,N,Regular Season
MacKenzie Weegar,20212022,FLA,R,D,80,8,36,44,40,81,0.55,6,39,1,3,1,2,0,2,203,3.9,23:22,--,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,7,206,20162017,N,Regular Season
Alexander Wennberg,20212022,SEA,L,C,80,11,26,37,-26,28,0.46,9,30,2,6,0,1,0,2,95,11.6,17:51,46.6,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20142015,N,Regular Season
Zach Werenski,20212022,CBJ,L,D,68,11,37,48,-15,22,0.71,7,33,4,14,0,1,0,2,216,5.1,25:40,--,1997-07-19,Grosse Pointe,MI,USA,USA,74,211,2015,1,8,20162017,N,Regular Season
Blake Wheeler,20212022,WPG,R,R,65,17,43,60,-15,36,0.92,14,40,3,20,0,0,0,2,167,10.2,19:32,19.1,1986-08-31,Plymouth,MN,USA,USA,77,222,2004,1,5,20082009,N,Regular Season
Colin White,20212022,OTT,R,C,24,3,7,10,-11,4,0.42,1,3,2,7,0,0,0,1,47,6.4,15:20,48.6,1997-01-30,Boston,MA,USA,USA,73,194,2015,1,21,20162017,N,Regular Season
Colton White,20212022,NJD,L,D,27,0,4,4,2,8,0.15,0,4,0,0,0,0,0,0,18,0,13:15,--,1997-05-03,London,ON,CAN,CAN,73,187,2015,4,97,20182019,N,Regular Season
Zach Whitecloud,20212022,VGK,R,D,59,8,11,19,21,20,0.32,7,18,0,0,1,1,0,1,94,8.5,18:48,--,1996-11-28,Brandon,MB,CAN,CAN,74,210,--,--,--,20172018,N,Regular Season
Chris Wideman,20212022,MTL,R,D,64,4,23,27,-25,67,0.42,4,15,0,12,0,0,0,1,76,5.3,14:53,--,1990-01-07,St. Louis,MO,USA,USA,70,180,2009,4,100,20152016,N,Regular Season
Max Willman,20212022,PHI,L,C,41,4,2,6,-13,16,0.15,4,6,0,0,0,0,0,0,65,6.2,11:46,28.6,1995-02-13,Barnstable,MA,USA,USA,72,184,2014,5,121,20212022,N,Regular Season
Tom Wilson,20212022,WSH,R,R,78,24,28,52,13,98,0.67,18,39,4,10,2,3,1,5,151,15.9,18:35,42.3,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20132014,N,Regular Season
Luke Witkowski,20212022,DET,R,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,9:18,--,1990-04-14,Holland,MI,USA,USA,74,210,2008,6,160,20142015,N,Regular Season
Christian Wolanin,20212022,"BUF,LAK",L,D,9,1,1,2,-1,2,0.22,1,2,0,0,0,0,0,0,5,20,14:42,--,1995-03-17,Quebec City,QC,CAN,CAN,74,190,2015,4,107,20172018,N,Regular Season
Miles Wood,20212022,NJD,L,L,3,0,0,0,-2,4,0,0,0,0,0,0,0,0,0,2,0,14:46,--,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,4,100,20152016,N,Regular Season
Kailer Yamamoto,20212022,EDM,R,R,81,20,21,41,-1,40,0.51,16,33,3,6,1,2,0,4,114,17.5,16:52,33.3,1998-09-29,Spokane,WA,USA,USA,69,178,2017,1,22,20172018,N,Regular Season
